Unnamed: 0,material_id,formation_energy_per_atom,band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup.number
8957,mp-865364,-0.3621794825000002,0.0,DyTaRu2,0.0,"['Dy', 'Ta', 'Ru']","# generated using pymatgen
data_DyTaRu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.63105444
_cell_length_b   4.63105444
_cell_length_c   4.63105444
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyTaRu2
_chemical_formula_sum   'Dy1 Ta1 Ru2'
_cell_volume   70.23032234
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.00000000  0.00000000  0.00000000  1
  Ta  Ta1  1  0.50000000  0.50000000  0.50000000  1
  Ru  Ru2  1  0.75000000  0.75000000  0.75000000  1
  Ru  Ru3  1  0.25000000  0.25000000  0.25000000  1
",225
18692,mp-12571,-0.6309166883333326,0.0,HfBeSi,0.0,"['Hf', 'Be', 'Si']","# generated using pymatgen
data_HfBeSi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.70796845
_cell_length_b   3.70796845
_cell_length_c   7.13466800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000797
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfBeSi
_chemical_formula_sum   'Hf2 Be2 Si2'
_cell_volume   84.95255111
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.00000000  0.00000000  0.00000000  1
  Hf  Hf1  1  0.00000000  0.00000000  0.50000000  1
  Be  Be2  1  0.33333300  0.66666700  0.25000000  1
  Be  Be3  1  0.66666700  0.33333300  0.75000000  1
  Si  Si4  1  0.33333300  0.66666700  0.75000000  1
  Si  Si5  1  0.66666700  0.33333300  0.25000000  1
",194
36251,mp-1225679,-0.6146446508333335,0.0,ErGaNi,0.0391636766666696,"['Er', 'Ga', 'Ni']","# generated using pymatgen
data_ErGaNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.17836800
_cell_length_b   5.26181399
_cell_length_c   5.69279526
_cell_angle_alpha   93.14931318
_cell_angle_beta   111.52992972
_cell_angle_gamma   66.60635141
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErGaNi
_chemical_formula_sum   'Er2 Ga2 Ni2'
_cell_volume   106.25147785
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.74436800  0.69912800  0.18786400  1
  Er  Er1  1  0.25563200  0.30087200  0.81213600  1
  Ga  Ga2  1  0.57379900  0.25179500  0.39939200  1
  Ga  Ga3  1  0.42620100  0.74820500  0.60060800  1
  Ni  Ni4  1  0.04680100  0.11226400  0.20586600  1
  Ni  Ni5  1  0.95319900  0.88773600  0.79413400  1
",12
34048,mp-1102038,-0.2632931008333337,2.9992,MgH2,0.0310858208333328,"['H', 'Mg']","# generated using pymatgen
data_MgH2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.82323400
_cell_length_b   4.82323400
_cell_length_c   4.82323400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgH2
_chemical_formula_sum   'Mg4 H8'
_cell_volume   112.20572001
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.50000000  0.50000000  0.00000000  1
  Mg  Mg1  1  0.50000000  0.00000000  0.50000000  1
  Mg  Mg2  1  0.00000000  0.50000000  0.50000000  1
  Mg  Mg3  1  0.00000000  0.00000000  0.00000000  1
  H  H4  1  0.15191500  0.84808500  0.34808500  1
  H  H5  1  0.84808500  0.34808500  0.15191500  1
  H  H6  1  0.34808500  0.15191500  0.84808500  1
  H  H7  1  0.65191500  0.65191500  0.65191500  1
  H  H8  1  0.84808500  0.15191500  0.65191500  1
  H  H9  1  0.15191500  0.65191500  0.84808500  1
  H  H10  1  0.65191500  0.84808500  0.15191500  1
  H  H11  1  0.34808500  0.34808500  0.34808500  1
",205
23613,mp-1187002,-0.2041860199999998,0.0,Sm2MgCd,0.00534897,"['Cd', 'Mg', 'Sm']","# generated using pymatgen
data_Sm2MgCd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.41506899
_cell_length_b   5.41506899
_cell_length_c   5.41506899
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm2MgCd
_chemical_formula_sum   'Sm2 Mg1 Cd1'
_cell_volume   112.27859856
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.25000000  0.25000000  0.25000000  1
  Sm  Sm1  1  0.75000000  0.75000000  0.75000000  1
  Mg  Mg2  1  0.00000000  0.00000000  0.00000000  1
  Cd  Cd3  1  0.50000000  0.50000000  0.50000000  1
",225
20763,mp-15634,-3.2992035115747127,0.0,Cs2NaTiF6,0.0004471468333244,"['Cs', 'F', 'Na', 'Ti']","# generated using pymatgen
data_Cs2NaTiF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   11.09355233
_cell_length_b   11.09355233
_cell_length_c   11.09355250
_cell_angle_alpha   33.45975831
_cell_angle_beta   33.45975831
_cell_angle_gamma   33.45976157
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2NaTiF6
_chemical_formula_sum   'Cs4 Na2 Ti2 F12'
_cell_volume   369.60845261
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.71844200  0.71844200  0.71844200  1
  Cs  Cs1  1  0.28155800  0.28155800  0.28155800  1
  Cs  Cs2  1  0.87201300  0.87201300  0.87201300  1
  Cs  Cs3  1  0.12798700  0.12798700  0.12798700  1
  Na  Na4  1  0.40278000  0.40278000  0.40278000  1
  Na  Na5  1  0.59722000  0.59722000  0.59722000  1
  Ti  Ti6  1  0.00000000  0.00000000  0.00000000  1
  Ti  Ti7  1  0.50000000  0.50000000  0.50000000  1
  F  F8  1  0.18552600  0.18552600  0.73935900  1
  F  F9  1  0.73935900  0.18552600  0.18552600  1
  F  F10  1  0.18552600  0.73935900  0.18552600  1
  F  F11  1  0.81447400  0.26064100  0.81447400  1
  F  F12  1  0.81447400  0.81447400  0.26064100  1
  F  F13  1  0.26064100  0.81447400  0.81447400  1
  F  F14  1  0.39551800  0.39551800  0.82522100  1
  F  F15  1  0.82522100  0.39551800  0.39551800  1
  F  F16  1  0.17477900  0.60448200  0.60448200  1
  F  F17  1  0.60448200  0.60448200  0.17477900  1
  F  F18  1  0.60448200  0.17477900  0.60448200  1
  F  F19  1  0.39551800  0.82522100  0.39551800  1
",166
39802,mp-1667,-0.0976373366666673,0.0,Co2Ge,0.0522390008333326,"['Co', 'Ge']","# generated using pymatgen
data_Co2Ge
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00527980
_cell_length_b   4.00527980
_cell_length_c   5.01504900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999672
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Co2Ge
_chemical_formula_sum   'Co4 Ge2'
_cell_volume   69.67412891
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.33333300  0.66666700  0.75000000  1
  Co  Co1  1  0.00000000  0.00000000  0.00000000  1
  Co  Co2  1  0.00000000  0.00000000  0.50000000  1
  Co  Co3  1  0.66666700  0.33333300  0.25000000  1
  Ge  Ge4  1  0.66666700  0.33333300  0.75000000  1
  Ge  Ge5  1  0.33333300  0.66666700  0.25000000  1
",194
8830,mp-29337,-0.6367718755059525,1.4384,Tl3BS3,0.0,"['B', 'S', 'Tl']","# generated using pymatgen
data_Tl3BS3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.99077500
_cell_length_b   5.78985100
_cell_length_c   6.73770184
_cell_angle_alpha   81.83967598
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tl3BS3
_chemical_formula_sum   'Tl6 B2 S6'
_cell_volume   385.79678622
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.04849000  0.71410600  0.67125000  1
  Tl  Tl1  1  0.54849000  0.28589400  0.32875000  1
  Tl  Tl2  1  0.95151000  0.28589400  0.32875000  1
  Tl  Tl3  1  0.45151000  0.71410600  0.67125000  1
  Tl  Tl4  1  0.25000000  0.15958300  0.99126300  1
  Tl  Tl5  1  0.75000000  0.84041700  0.00873700  1
  B  B6  1  0.25000000  0.61225300  0.26073700  1
  B  B7  1  0.75000000  0.38774700  0.73926300  1
  S  S8  1  0.59053300  0.25081500  0.81977700  1
  S  S9  1  0.09053300  0.74918500  0.18022300  1
  S  S10  1  0.40946700  0.74918500  0.18022300  1
  S  S11  1  0.90946700  0.25081500  0.81977700  1
  S  S12  1  0.75000000  0.66540800  0.57196800  1
  S  S13  1  0.25000000  0.33459200  0.42803200  1
",11
37554,mp-1102002,-0.4170929399999998,0.2624000000000013,FeTe2,0.0449096983333339,"['Fe', 'Te']","# generated using pymatgen
data_FeTe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.27132600
_cell_length_b   6.27132600
_cell_length_c   6.27132600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   FeTe2
_chemical_formula_sum   'Fe4 Te8'
_cell_volume   246.64830279
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.50000000  0.50000000  0.00000000  1
  Fe  Fe1  1  0.50000000  0.00000000  0.50000000  1
  Fe  Fe2  1  0.00000000  0.50000000  0.50000000  1
  Fe  Fe3  1  0.00000000  0.00000000  0.00000000  1
  Te  Te4  1  0.13192900  0.86807100  0.36807100  1
  Te  Te5  1  0.86807100  0.36807100  0.13192900  1
  Te  Te6  1  0.36807100  0.13192900  0.86807100  1
  Te  Te7  1  0.63192900  0.63192900  0.63192900  1
  Te  Te8  1  0.86807100  0.13192900  0.63192900  1
  Te  Te9  1  0.13192900  0.63192900  0.86807100  1
  Te  Te10  1  0.63192900  0.86807100  0.13192900  1
  Te  Te11  1  0.36807100  0.36807100  0.36807100  1
",205
38813,mp-22592,-2.702762577666666,0.0,CaTi4(CuO4)3,0.0488580698124909,"['Ca', 'Cu', 'O', 'Ti']","# generated using pymatgen
data_CaTi4(CuO4)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.46060840
_cell_length_b   6.46060840
_cell_length_c   6.46060840
_cell_angle_alpha   109.47122063
_cell_angle_beta   109.47122063
_cell_angle_gamma   109.47122063
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaTi4(CuO4)3
_chemical_formula_sum   'Ca1 Ti4 Cu3 O12'
_cell_volume   207.58614451
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00000000  0.00000000  0.00000000  1
  Ti  Ti1  1  0.50000000  0.50000000  0.50000000  1
  Ti  Ti2  1  0.00000000  0.50000000  0.00000000  1
  Ti  Ti3  1  0.00000000  0.00000000  0.50000000  1
  Ti  Ti4  1  0.50000000  0.00000000  0.00000000  1
  Cu  Cu5  1  0.50000000  0.00000000  0.50000000  1
  Cu  Cu6  1  0.50000000  0.50000000  0.00000000  1
  Cu  Cu7  1  0.00000000  0.50000000  0.50000000  1
  O  O8  1  0.87448500  0.17718300  0.69730200  1
  O  O9  1  0.17718300  0.30269800  0.47988100  1
  O  O10  1  0.12551500  0.82281700  0.30269800  1
  O  O11  1  0.82281700  0.30269800  0.12551500  1
  O  O12  1  0.47988100  0.17718300  0.30269800  1
  O  O13  1  0.30269800  0.12551500  0.82281700  1
  O  O14  1  0.69730200  0.52011900  0.82281700  1
  O  O15  1  0.17718300  0.69730200  0.87448500  1
  O  O16  1  0.52011900  0.82281700  0.69730200  1
  O  O17  1  0.30269800  0.47988100  0.17718300  1
  O  O18  1  0.69730200  0.87448500  0.17718300  1
  O  O19  1  0.82281700  0.69730200  0.52011900  1
",204
7844,mp-4482,-2.060651169310345,2.6801,NaSbO3,0.0,"['Na', 'O', 'Sb']","# generated using pymatgen
data_NaSbO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.24692579
_cell_length_b   6.24692579
_cell_length_c   6.24692584
_cell_angle_alpha   51.04890383
_cell_angle_beta   51.04890383
_cell_angle_gamma   51.04890581
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaSbO3
_chemical_formula_sum   'Na2 Sb2 O6'
_cell_volume   136.00987351
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.36183500  0.36183500  0.36183500  1
  Na  Na1  1  0.63816500  0.63816500  0.63816500  1
  Sb  Sb2  1  0.16114300  0.16114300  0.16114300  1
  Sb  Sb3  1  0.83885700  0.83885700  0.83885700  1
  O  O4  1  0.43980200  0.04051300  0.80903700  1
  O  O5  1  0.04051300  0.80903700  0.43980200  1
  O  O6  1  0.80903700  0.43980200  0.04051300  1
  O  O7  1  0.56019800  0.95948700  0.19096300  1
  O  O8  1  0.19096300  0.56019800  0.95948700  1
  O  O9  1  0.95948700  0.19096300  0.56019800  1
",148
14455,mp-867135,-0.7885469112500001,0.0,ScZnPd2,0.0,"['Sc', 'Zn', 'Pd']","# generated using pymatgen
data_ScZnPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.51476932
_cell_length_b   4.51476932
_cell_length_c   4.51476932
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScZnPd2
_chemical_formula_sum   'Sc1 Zn1 Pd2'
_cell_volume   65.07163169
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.50000000  0.50000000  0.50000000  1
  Zn  Zn1  1  0.00000000  0.00000000  0.00000000  1
  Pd  Pd2  1  0.25000000  0.25000000  0.25000000  1
  Pd  Pd3  1  0.75000000  0.75000000  0.75000000  1
",225
20717,mp-1225810,-0.2840511816666661,0.0,Cu2SiTe3,0.000505396666667,"['Cu', 'Si', 'Te']","# generated using pymatgen
data_Cu2SiTe3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.27816205
_cell_length_b   7.27816205
_cell_length_c   7.27816205
_cell_angle_alpha   146.02559477
_cell_angle_beta   131.79345016
_cell_angle_gamma   60.28180196
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cu2SiTe3
_chemical_formula_sum   'Cu2 Si1 Te3'
_cell_volume   159.11921111
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.16340700  0.16726600  0.99614100  1
  Cu  Cu1  1  0.82887500  0.83273400  0.99614100  1
  Si  Si2  1  0.51049500  0.50000000  0.01049500  1
  Te  Te3  1  0.91782700  0.66719500  0.25063200  1
  Te  Te4  1  0.58343800  0.33280500  0.25063200  1
  Te  Te5  1  0.24595600  0.00000000  0.24595600  1
",44
40556,mp-1103663,-3.039155332272727,3.5421,Sr3TaHO6,0.0581137559090905,"['H', 'O', 'Sr', 'Ta']","# generated using pymatgen
data_Sr3TaHO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.05399511
_cell_length_b   6.05399511
_cell_length_c   6.25969646
_cell_angle_alpha   117.08201015
_cell_angle_beta   117.08201015
_cell_angle_gamma   91.16456280
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr3TaHO6
_chemical_formula_sum   'Sr3 Ta1 H1 O6'
_cell_volume   174.21501258
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.34067900  0.78303400  0.62510300  1
  Sr  Sr1  1  0.78303400  0.34067900  0.62510300  1
  Sr  Sr2  1  0.00620900  0.00620900  0.98639800  1
  Ta  Ta3  1  0.49783500  0.49783500  0.01724200  1
  H  H4  1  0.21230200  0.21230200  0.53356900  1
  O  O5  1  0.18575800  0.18575800  0.79996700  1
  O  O6  1  0.63001700  0.63001700  0.40510200  1
  O  O7  1  0.71915100  0.71915100  0.99682700  1
  O  O8  1  0.29824200  0.29824200  0.47725200  1
  O  O9  1  0.67656400  0.23026000  0.91674300  1
  O  O10  1  0.23026000  0.67656400  0.91674300  1
",8
21769,mp-1227942,-0.542095370833333,0.0,BaGaGe,0.0016953324999997,"['Ba', 'Ga', 'Ge']","# generated using pymatgen
data_BaGaGe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.40690416
_cell_length_b   4.40690416
_cell_length_c   5.10441900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000239
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaGaGe
_chemical_formula_sum   'Ba1 Ga1 Ge1'
_cell_volume   85.85076098
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.66666700  0.33333300  0.00000000  1
  Ga  Ga1  1  0.00000000  0.00000000  0.50000000  1
  Ge  Ge2  1  0.33333300  0.66666700  0.50000000  1
",187
10626,mp-1206487,-0.6129058359999998,0.1452,Yb(CdAs)2,0.0,"['As', 'Cd', 'Yb']","# generated using pymatgen
data_Yb(CdAs)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.44173668
_cell_length_b   4.44173668
_cell_length_c   7.15215100
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00001015
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Yb(CdAs)2
_chemical_formula_sum   'Yb1 Cd2 As2'
_cell_volume   122.20047100
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.00000000  0.00000000  0.00000000  1
  Cd  Cd1  1  0.33333300  0.66666700  0.63763800  1
  Cd  Cd2  1  0.66666700  0.33333300  0.36236200  1
  As  As3  1  0.33333300  0.66666700  0.23274500  1
  As  As4  1  0.66666700  0.33333300  0.76725500  1
",164
18677,mp-1224823,-0.3844083715625004,0.0,GaGePt6,0.0,"['Ga', 'Ge', 'Pt']","# generated using pymatgen
data_GaGePt6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.60317003
_cell_length_b   5.60317003
_cell_length_c   5.60317003
_cell_angle_alpha   120.21843726
_cell_angle_beta   120.21843726
_cell_angle_gamma   89.62207013
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaGePt6
_chemical_formula_sum   'Ga1 Ge1 Pt6'
_cell_volume   123.97664960
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.00000000  0.00000000  0.00000000  1
  Ge  Ge1  1  0.50000000  0.50000000  0.00000000  1
  Pt  Pt2  1  0.95165300  0.95165300  0.41285900  1
  Pt  Pt3  1  0.53879300  0.53879300  0.58714100  1
  Pt  Pt4  1  0.04834700  0.46120700  0.00000000  1
  Pt  Pt5  1  0.46120700  0.04834700  0.00000000  1
  Pt  Pt6  1  0.50000000  0.00000000  0.50000000  1
  Pt  Pt7  1  0.00000000  0.50000000  0.50000000  1
",121
29899,mp-643814,-2.0798479405,3.3636,Zn2SiH2O5,0.0176278442499997,"['H', 'O', 'Si', 'Zn']","# generated using pymatgen
data_Zn2SiH2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.37699687
_cell_length_b   7.37699687
_cell_length_c   7.37699687
_cell_angle_alpha   138.95339175
_cell_angle_beta   109.49138800
_cell_angle_gamma   84.96059701
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn2SiH2O5
_chemical_formula_sum   'Zn4 Si2 H4 O10'
_cell_volume   239.65979249
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.86621800  0.65931800  0.20002000  1
  Zn  Zn1  1  0.13378200  0.33380200  0.79310000  1
  Zn  Zn2  1  0.45929700  0.65931800  0.79310000  1
  Zn  Zn3  1  0.54070300  0.33380200  0.20002000  1
  Si  Si4  1  0.64598400  0.13765400  0.49167000  1
  Si  Si5  1  0.35401600  0.84568600  0.49167000  1
  H  H6  1  0.87603600  0.31888400  0.19492000  1
  H  H7  1  0.12396400  0.31888400  0.44284900  1
  H  H8  1  0.91073500  0.85286300  0.76359800  1
  H  H9  1  0.08926500  0.85286300  0.94212800  1
  O  O10  1  0.86435200  0.06792100  0.52351600  1
  O  O11  1  0.13564800  0.65916500  0.20356900  1
  O  O12  1  0.54440400  0.06792100  0.20356900  1
  O  O13  1  0.45559600  0.65916500  0.52351600  1
  O  O14  1  0.66646500  0.47181100  0.80534600  1
  O  O15  1  0.33353500  0.13888200  0.80534600  1
  O  O16  1  0.80368500  0.46599000  0.26967400  1
  O  O17  1  0.19631500  0.46599000  0.66230500  1
  O  O18  1  0.50000000  0.91075700  0.41075700  1
  O  O19  1  0.00000000  0.97301600  0.97301600  1
",44
22392,mp-568529,-0.2380614720833337,0.0,PrMg2Ni9,0.0026926727083314,"['Mg', 'Ni', 'Pr']","# generated using pymatgen
data_PrMg2Ni9
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.36100213
_cell_length_b   8.36100213
_cell_length_c   8.36100225
_cell_angle_alpha   34.05280085
_cell_angle_beta   34.05280085
_cell_angle_gamma   34.05279534
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PrMg2Ni9
_chemical_formula_sum   'Pr1 Mg2 Ni9'
_cell_volume   163.37401894
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.00000000  0.00000000  0.00000000  1
  Mg  Mg1  1  0.85539400  0.85539400  0.85539400  1
  Mg  Mg2  1  0.14460600  0.14460600  0.14460600  1
  Ni  Ni3  1  0.08259700  0.58647400  0.58647400  1
  Ni  Ni4  1  0.91740300  0.41352600  0.41352600  1
  Ni  Ni5  1  0.66632100  0.66632100  0.66632100  1
  Ni  Ni6  1  0.58647400  0.58647400  0.08259700  1
  Ni  Ni7  1  0.41352600  0.91740300  0.41352600  1
  Ni  Ni8  1  0.33367900  0.33367900  0.33367900  1
  Ni  Ni9  1  0.50000000  0.50000000  0.50000000  1
  Ni  Ni10  1  0.41352600  0.41352600  0.91740300  1
  Ni  Ni11  1  0.58647400  0.08259700  0.58647400  1
",166
